outcome,category_name,sub_category_name,goal,pledged,outcome
failed,"Film & Video",Webseries,400,0,failed
successful,Games,"Tabletop Games",50,201,successful
failed,"Film & Video",Comedy,2000,21,failed
failed,Journalism,Journalism,10000,43,failed
failed,Music,Music,550,7,failed
failed,Design,"Product Design",2000,159,failed
failed,Crafts,Crafts,10000,0,failed
successful,Technology,Web,400,886,successful
successful,Music,"Country & Folk",9000,10725,successful
successful,Design,"Product Design",15000,177496.11,successful
successful,"Film & Video",Documentary,50000,60934.5,successful
failed,Theater,Experimental,10000,0,failed
successful,Fashion,Apparel,6000,8312,successful
successful,Crafts,Knitting,1800,2205,successful
failed,Publishing,Nonfiction,25000,1455,failed
failed,Design,"Product Design",10000,10,failed
successful,Games,"Video Games",3000,3025,successful
failed,Games,"Video Games",10000,5480.11,failed
failed,Theater,Theater,1000,25,failed
failed,Comics,"Graphic Novels",20000,12,failed
successful,Games,"Tabletop Games",5000,23686,successful
successful,Publishing,Fiction,1000,1245,successful
failed,"Film & Video",Shorts,20000,510,failed
successful,Music,"World Music",11000,11234,successful
successful,"Film & Video","Science Fiction",9765,11005,successful
successful,Comics,Webcomics,900,1125,successful
successful,Journalism,Journalism,680,1943,successful
failed,Publishing,"Children's Books",3260,189,failed
failed,Music,"Indie Rock",70000,0,failed
failed,Publishing,"Art Books",10000,241,failed
failed,Fashion,Apparel,1000,0,failed
failed,"Film & Video",Drama,15000,3504,failed
successful,Art,Art,3500,6565,successful
failed,"Film & Video",Documentary,1000000,10000,failed
failed,Music,"Electronic Music",2450,390,failed
successful,Music,Music,45000,67125,successful
failed,Design,"Product Design",12000,2650,failed
failed,Music,Music,1200,20,failed
successful,Fashion,Accessories,1280,7931,successful
failed,Technology,"3D Printing",100000,80279.55,failed
failed,Publishing,Fiction,800,57,failed
successful,Music,"Indie Rock",600,680,successful
failed,Comics,"Graphic Novels",24000,1713,failed
failed,Publishing,Publishing,16000,386,failed
failed,"Film & Video",Documentary,25000,416,failed
successful,Music,Music,1000,1370,successful
failed,Art,Sculpture,5000,0,failed
successful,Comics,"Graphic Novels",1500,5655,successful
failed,Publishing,Periodicals,17500,813,failed
failed,Fashion,Childrenswear,7000,1,failed
successful,Theater,Theater,3000,3103,successful
successful,Design,"Product Design",240,512,successful
failed,Crafts,Crafts,7000,2626.55,failed
successful,Music,Rock,4500,4577.7,successful
successful,"Film & Video",Documentary,10000,10206.01,successful
successful,Publishing,"Children's Books",1000,1174,successful
failed,Comics,Comics,25000,1060,failed
failed,"Film & Video","Film & Video",20000,0,failed
successful,Games,"Tabletop Games",24000,28987.12,successful
failed,"Film & Video",Shorts,500,0,failed
failed,Music,Faith,3000,280,failed
failed,Food,Food,50000,5863,failed
failed,Publishing,Periodicals,20000,5718,failed
successful,Art,Art,12100,12476,successful
failed,Publishing,Nonfiction,3500,132,failed
failed,Journalism,Journalism,8000,20,failed
failed,Games,"Playing Cards",7500,841,failed
successful,Fashion,Apparel,5000,7260,successful
failed,Photography,People,10000,71,failed
successful,Technology,Technology,10000,25425,successful
failed,Food,Farms,12000,0,failed
failed,Publishing,Publishing,15000,0,failed
failed,"Film & Video",Comedy,600,0,failed
failed,Publishing,Nonfiction,7500,1340,failed
failed,Games,"Tabletop Games",80000,18649.51,failed
successful,Technology,Gadgets,80000,344231.6,successful
failed,Crafts,Quilts,2750,100,failed
successful,Design,Design,20000,63955,successful
successful,Games,"Tabletop Games",19000,134348,successful
successful,Food,Drinks,10000,11921,successful
failed,Music,Music,8000,1,failed
successful,Music,R&B,4000,7125,successful
successful,Publishing,Nonfiction,4000,4228,successful
successful,Music,"Country & Folk",900,1710,successful
successful,Games,"Tabletop Games",12500,14181,successful
failed,Technology,Web,30000,76,failed
failed,Games,"Video Games",1000,2,failed
failed,Publishing,"Children's Books",3500,166,failed
failed,Art,"Mixed Media",19000,11,failed
failed,Technology,Apps,60000,0,failed
failed,Music,"Country & Folk",250,125,failed
failed,Publishing,Academic,1500,0,failed
successful,Music,Hip-Hop,2000,2765,successful
failed,Publishing,"Art Books",15000,250,failed
failed,Art,"Performance Art",1200,140,failed
successful,Games,"Video Games",15000,26096.02,successful
successful,Technology,Technology,25000,33734,successful
successful,Publishing,Periodicals,1000,1265,successful
failed,Technology,Makerspaces,55500,106,failed
failed,Games,"Tabletop Games",35000,5236,failed
failed,Music,"Electronic Music",7000,0,failed
successful,Music,"Classical Music",7500,10660,successful
failed,Fashion,Apparel,10000,1,failed
failed,Publishing,"Art Books",20000,245,failed
successful,Theater,Theater,1000,1590,successful
successful,Publishing,Fiction,9820,12050,successful
successful,Design,"Product Design",50000,50454,successful
successful,Music,"Indie Rock",3800,4230,successful
failed,Publishing,"Children's Books",2500,699,failed
failed,"Film & Video","Film & Video",250000,5,failed
failed,Art,"Public Art",10000,605,failed
failed,Art,Art,22000,13234.27,failed
successful,Music,Hip-Hop,10000,12582,successful
failed,Photography,Photography,5500,130,failed
failed,Games,"Tabletop Games",6000,1202.25,failed
failed,Music,Pop,20000,1250,failed
failed,Design,"Product Design",40000,0,failed
failed,Publishing,Publishing,30000,25,failed
failed,Fashion,Accessories,10000,280,failed
failed,Publishing,Fiction,6000,0,failed
successful,Art,Art,25000,33215.5,successful
failed,Technology,Hardware,25000,4004,failed
failed,Food,Food,7000,1795,failed
failed,Technology,Apps,3000,0,failed
failed,"Film & Video",Comedy,3000,342,failed
successful,Comics,"Comic Books",1000,5474.66,successful
failed,Design,"Graphic Design",12000,770,failed
successful,Music,Music,300,845,successful
successful,Art,Art,1000,1125,successful
failed,"Film & Video",Webseries,8500,45,failed
successful,Art,"Digital Art",500,610,successful
failed,Food,Food,500000,525,failed
failed,Publishing,Fiction,15000,0,failed
successful,Publishing,Publishing,3000,3110,successful
failed,Music,Rock,1500,610,failed
failed,Games,"Video Games",60000,40,failed
failed,Comics,Comics,999,281,failed
successful,Games,"Tabletop Games",28000,32508,successful
failed,Publishing,"Radio & Podcasts",1975,0,failed
successful,"Film & Video","Film & Video",600,825,successful
failed,Music,Hip-Hop,600,3,failed
successful,"Film & Video",Comedy,3500,3573,successful
successful,Art,"Digital Art",600,699,successful
failed,Food,Food,10925,45,failed
successful,Music,"Country & Folk",2200,2965.86,successful
failed,Art,Painting,10000,21,failed
failed,Design,"Product Design",7850,5872,failed
failed,Food,Food,50000,135,failed
successful,Publishing,Fiction,100,197,successful
successful,Publishing,"Young Adult",3000,3326,successful
failed,Crafts,Woodworking,500,16,failed
successful,Music,"Indie Rock",6000,6915,successful
failed,Art,"Mixed Media",2500,50,failed
successful,Music,Music,2750,4918,successful
successful,"Film & Video","Film & Video",1800,1955,successful
failed,Publishing,Publishing,1000,0,failed
successful,Photography,Photography,15000,46616,successful
failed,"Film & Video","Film & Video",20000,0,failed
successful,Art,Sculpture,2500,2510,successful
successful,Art,"Public Art",4500,5211.98,successful
failed,"Film & Video",Documentary,100000,1,failed
failed,Music,Music,15000,125,failed
successful,Design,"Product Design",20,121,successful
successful,Art,"Conceptual Art",2499.99,2536,successful
failed,Games,"Live Games",1000,2,failed
failed,Crafts,Knitting,600,15,failed
failed,Publishing,Nonfiction,10000,0,failed
successful,Dance,Dance,2500,3105,successful
failed,Publishing,Fiction,800,120,failed
successful,Publishing,"Art Books",3300,5897.32,successful
successful,Design,"Product Design",25000,28678,successful
successful,Food,Food,12,12,successful
failed,Publishing,"Young Adult",2000,100,failed
failed,Food,Food,3888,110,failed
failed,Food,Farms,1500,10,failed
failed,Design,"Civic Design",40000,0,failed
successful,Theater,Musical,2700,2905,successful
successful,"Film & Video",Documentary,5000,5110,successful
failed,Technology,Software,100000,310,failed
failed,Publishing,Fiction,5000,85,failed
successful,"Film & Video",Shorts,750,860,successful
failed,Food,Food,150000,5,failed
successful,Music,R&B,4000,5045,successful
failed,Crafts,Crafts,2100,1,failed
successful,Design,"Product Design",5700,5966,successful
failed,Design,"Graphic Design",2000,0,failed
successful,Music,Jazz,5000,5090,successful
successful,Games,Puzzles,1200,13100,successful
successful,Art,Illustration,8500,15213.13,successful
successful,"Film & Video",Shorts,600,2897,successful
failed,Crafts,Crafts,3000,467,failed
failed,Publishing,Fiction,3500,0,failed
successful,Art,Illustration,60,60,successful
successful,Theater,Theater,5500,5786,successful
successful,Art,Illustration,980,4192,successful
failed,"Film & Video",Documentary,10000,4338,failed
failed,Music,"Indie Rock",4000,2540,failed
successful,Food,Food,3500,3506,successful
failed,Publishing,Nonfiction,20000,301,failed
failed,"Film & Video",Documentary,50000,152,failed
successful,Publishing,"Art Books",11000,12023,successful
successful,Games,"Tabletop Games",30000,1341305.03,successful
failed,Publishing,Fiction,25000,0,failed
successful,Journalism,Print,7500,7599,successful
failed,Publishing,Fiction,700,0,failed
failed,Technology,Technology,85000,10,failed
successful,Music,Pop,20000,20070,successful
successful,Comics,Anthologies,1108,1344,successful
successful,"Film & Video","Narrative Film",15000,16221.55,successful
failed,"Film & Video",Documentary,679000,170,failed
successful,Music,"Indie Rock",5000,6000.32,successful
failed,"Film & Video",Documentary,33000,2,failed
failed,Fashion,Ready-to-wear,16000,3,failed
successful,Publishing,Publishing,1200,2185.04,successful
successful,Fashion,Apparel,1100,1169,successful
failed,Food,Food,500,0,failed
failed,Design,"Product Design",3000,25,failed
failed,"Film & Video",Documentary,780,6,failed
successful,Comics,"Comic Books",350,410,successful
successful,Games,"Tabletop Games",35000,50462,successful
failed,Photography,Photography,3000,495,failed
failed,Photography,People,2500,505,failed
successful,Food,Food,15000,15346,successful
failed,Publishing,Publishing,2000,0,failed
failed,Photography,Photography,10000,2747,failed
successful,Music,Music,10000,10650,successful
failed,Design,"Product Design",30000,9292,failed
successful,Publishing,"Young Adult",3850,5115.35,successful
failed,Music,"World Music",6500,0,failed
successful,Design,"Product Design",3000,3029,successful
failed,Technology,"Fabrication Tools",29000,1413,failed
failed,Publishing,Fiction,1000,100,failed
successful,Publishing,Fiction,1500,2095,successful
successful,Publishing,Periodicals,10000,10220,successful
failed,Photography,People,500,0,failed
failed,Art,Painting,15000,30,failed
successful,Fashion,"Pet Fashion",8000,8598,successful
failed,Publishing,Nonfiction,16384,6838.73,failed
failed,Games,"Tabletop Games",25000,551,failed
failed,Fashion,Apparel,10000,0,failed
failed,"Film & Video",Shorts,5000,740,failed
failed,Journalism,Video,7000,1,failed
successful,Games,"Video Games",10000,11003.66,successful
failed,Photography,Animals,15000,1427,failed
successful,Dance,Dance,3500,3500,successful
failed,Publishing,Nonfiction,4000,10,failed
successful,Technology,Hardware,30000,31600.2,successful
successful,Design,"Product Design",25000,32813,successful
successful,Technology,Technology,25000,41136.55,successful
successful,"Film & Video",Shorts,650,1000,successful
failed,Publishing,Nonfiction,4000,1301,failed
failed,Design,"Product Design",20000,210,failed
successful,Games,Games,500,4060,successful
successful,Food,Events,5500,8396,successful
successful,Games,"Tabletop Games",4000,4782,successful
failed,Food,"Small Batch",10000,1464,failed
successful,Art,Art,2600,2887.66,successful
successful,Design,"Product Design",21000,26659,successful
failed,Food,Food,25000,6932,failed
failed,Publishing,Fiction,14800,1541,failed
failed,Music,Music,7500,230,failed
failed,Fashion,Fashion,5000,0,failed
successful,Games,"Tabletop Games",15000,17550,successful
successful,Publishing,Fiction,50000,79090.77,successful
successful,Music,Music,5000,6225.64,successful
failed,"Film & Video","Narrative Film",2000,75,failed
failed,Food,Vegan,6500,1531,failed
successful,"Film & Video",Documentary,10000,11644,successful
failed,Crafts,Weaving,20000,1,failed
successful,Music,"Classical Music",15000,15675,successful
successful,Food,Food,10,20,successful
failed,Fashion,Fashion,3500,573,failed
successful,Art,Sculpture,9000,13475,successful
failed,"Film & Video","Narrative Film",10000,725,failed
failed,"Film & Video","Narrative Film",100000,275,failed
failed,"Film & Video",Webseries,5000,0,failed
successful,Publishing,Nonfiction,2000,2272,successful
failed,Music,"Indie Rock",3000,0,failed
successful,Design,"Product Design",40000,58042,successful
successful,Publishing,Fiction,1200,1735,successful
failed,Publishing,Fiction,2000,291,failed
failed,Technology,Wearables,10000,268,failed
failed,"Film & Video","Film & Video",50000,0,failed
failed,Fashion,Fashion,15000,5151,failed
successful,Music,Music,10000,11049,successful
failed,"Film & Video",Comedy,1000,350,failed
failed,Design,"Product Design",14000,585,failed
successful,Design,"Product Design",10000,27478,successful
failed,Technology,Hardware,20000,157,failed
successful,Art,"Performance Art",100,260,successful
successful,"Film & Video",Shorts,3500,5737,successful
failed,Games,"Video Games",6600,1,failed
failed,Music,R&B,2000,0,failed
failed,"Film & Video",Webseries,2500,800,failed
failed,Art,"Performance Art",500,0,failed
successful,Theater,Theater,600,645,successful
failed,Food,Drinks,4000,910,failed
successful,Fashion,Jewelry,40000,132349,successful
successful,Food,Food,10000,11630,successful
failed,Fashion,Apparel,12023,0,failed
successful,"Film & Video","Narrative Film",2500,4391,successful
failed,Publishing,"Young Adult",5000,300,failed
failed,Fashion,Fashion,8000,1676,failed
failed,Music,Music,3500,515,failed
successful,Music,Music,1200,1200,successful
successful,Art,"Mixed Media",1000,1240,successful
failed,Games,"Playing Cards",500,45,failed
